"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Paid Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Organic products","additionalInfo/Offerings/0/Small plates","additionalInfo/Offerings/1/Prepared foods","additionalInfo/Offerings/2/Salad bar","additionalInfo/Parking/0/Free street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/NFC mobile payments","additionalInfo/Payments/6/Credit cards","additionalInfo/Recycling/0/Batteries","additionalInfo/Recycling/0/Plastic bags","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/No-contact delivery","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/Delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/In-store pickup","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/In-store shopping","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Onsite services","additionalInfo/Service options/5/Same-day delivery","additionalInfo/Service options/6/Same-day delivery","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"false",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,"true",,,,,"true",,,,,"true","true",,,,,,,,,,,"true",,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,"Fortune Garden, Mustafa Bazar, Sant Savata Mali Marg, Mazgaon, Mumbai, Maharashtra 400010, India","Convenience store",,,,,,,,,,"Convenience store","882108147476233027","Mumbai","false","IN",,"0x3be7cf55371b5507:0xc3de0afbfcc7b43",,"https://lh5.googleusercontent.com/p/AF1QipN6zE3e6EJIhFuKZToHI8TdDyaf6DMWK1FvQCA=w408-h306-k-no","147","false",,"18.9763793","72.839009","Byculla East, Mazgaon","Monday","9 AM to 11 PM","Tuesday","9 AM to 11 PM","Wednesday","9 AM to 11 PM","Thursday","9 AM to 11 PM","Friday","9 AM to 11 PM","Saturday","9 AM to 11 PM","Sunday","9 AM to 11 PM","false","+91 78704 59999","+917870459999","ChIJB1UbN1XP5zsRQ3vMv6_gPQw","400010",,"22",,"27","27","0","0","0","0","2024-09-22T16:37:17.049Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","Fortune Garden, Mustafa Bazar, Sant Savata Mali Marg","मदर्स बास्केट","false","Mother's Basket","5","https://www.google.com/maps/search/?api=1&query=Mother's%20Basket&query_place_id=ChIJB1UbN1XP5zsRQ3vMv6_gPQw",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"993, Sir Pochkhanawala Rd, B Wing, Police Camp, Worli Sea Face, Worli, Mumbai, Maharashtra 400030, India","Grocery store",,,,,,,,,,"Grocery store","15730095047635224819","Mumbai","false","IN",,"0x3be7ce99f473a78d:0xda4c861aad6dc8f3",,"https://lh5.googleusercontent.com/p/AF1QipOR6j_0nRM0TiQEoUGpJj5aPUG-ZRouV_xT1axm=w408-h304-k-no","4","false",,"19.0047234","72.8148857","B Wing, Police Camp, Worli Sea Face, Worli","Monday","12 AM to 12 PM, 6 PM to 12 AM","Tuesday","12 AM to 12 PM, 6 PM to 12 AM","Wednesday","12 AM to 12 PM, 6 PM to 12 AM","Thursday","12 AM to 12 PM, 6 PM to 12 AM","Friday","12 AM to 12 PM, 6 PM to 12 AM","Saturday","12 AM to 12 PM, 6 PM to 12 AM","Sunday","12 AM to 12 PM, 6 PM to 12 AM","false",,,"ChIJjadz9JnO5zsR88htrRqGTNo","400030",,"24",,"18","15","1","1","0","1","2024-09-22T16:37:17.059Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","993, Sir Pochkhanawala Rd","सँडी कॉर्नर","false","Sandy Corner","4.6","https://www.google.com/maps/search/?api=1&query=Sandy%20Corner&query_place_id=ChIJjadz9JnO5zsR88htrRqGTNo",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"1, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon, Mumbai, Maharashtra 400033, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Byculla, Mumbai, Maharashtra 400033, India","Supermarket",,,,,,,,,,"Supermarket","9317818140061160291","Mumbai","true","IN",,"0x3be7ce50a9602bab:0x814f8a3b00095363",,"https://lh5.googleusercontent.com/p/AF1QipN2bT1ZAgpibmnW_KbObKJL7j2wM1UI9GULWz3i=w408-h725-k-no","4","false",,"18.9834414","72.8399979","New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Byculla","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","9 AM to 10 PM","false","+91 22 6060 1032","+912260601032","ChIJqytgqVDO5zsRY1MJADuKT4E","400033",,"25",,"87","37","26","1","19","4","2024-09-22T16:37:17.049Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","1, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon, Mumbai, Maharashtra 400033, Harish Arjun Palay Marg","सुपर मार्केट","false","S.M. Super Market","4.1","https://www.google.com/maps/search/?api=1&query=S.M.%20Super%20Market&query_place_id=ChIJqytgqVDO5zsRY1MJADuKT4E",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Shop No 4, Bai Habib House, Navroji Hill Rd 2, Sandhurst Road W, Mumbai, Maharashtra 400009, India","Indian grocery store",,,,,,,,,,"Indian grocery store","11973094094530336451","Mumbai","false","IN",,"0x3be7ce39c2c00019:0xa628f9a48eced6c3",,"https://lh5.googleusercontent.com/p/AF1QipNU8RKYWur4QjlmeQK2FmmhnNGxClCZcbC7xBL8=w408-h306-k-no","4","false",,"18.962363","72.8389","Sandhurst Road W, Dongri, Umerkhadi","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 4:30 PM","false","+91 98692 11471","+919869211471","ChIJGQDAwjnO5zsRw9bOjqT5KKY","400009",,"34",,"3","1","0","0","2","0","2024-09-22T16:37:17.069Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop No 4, Bai Habib House, Navroji Hill Rd 2","विजय स्टोअर्स","false","Vijay kirana store","3.7","https://www.google.com/maps/search/?api=1&query=Vijay%20kirana%20store&query_place_id=ChIJGQDAwjnO5zsRw9bOjqT5KKY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop Number 5, Himalaya Apartment, Dr RG Thadani Marg, B Wing, Riad, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","17300925718360205111","Mumbai","false","IN",,"0x3be7cfc259146a51:0xf0193c46d047a737",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WbbtEYZ2r5y6gbMLVi_7Fg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.0971&pitch=0&thumbfov=100","1","false",,"19.0023389","72.814129","B Wing, Riad, Worli",,,,,,,,,,,,,,,"false","+91 90760 04949","+919076004949","ChIJUWoUWcLP5zsRN6dH0EY8GfA","400018",,"32",,"0",,,,,,"2024-09-22T16:37:17.059Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop Number 5, Himalaya Apartment, Dr RG Thadani Marg",,"false","Grrovers Supermart Nx",,"https://www.google.com/maps/search/?api=1&query=Grrovers%20Supermart%20Nx&query_place_id=ChIJUWoUWcLP5zsRN6dH0EY8GfA",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"36 D, Avishkar, Shop No:6, Sleater Road, Grant Rd, Mumbai, Maharashtra 400007, India","Grocery store",,,,,,,,,,"Grocery store","15955657719739993027","Mumbai","true","IN",,"0x3be7ce72acf34fd9:0xdd6de228ced24bc3",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGwOr6Sci5cSwf_iKWQ8DuWKq3B9JBz39b9p0Byic-hNsKergD8OndlStHEgBSHb7HGvgpq8B1X99ioMLT_saRNOY5b5dk4T-RgunoSAApJTVCM69X4CbrhLLDM8-B82Z1OjymRFrJaxvAzIgjcaaH-0hiT1gB5N47PI999OTYrbMGP_bIorseXqmTMiGxXSE5q2KM=w408-h544-k-no","3","false",,"18.9646683","72.8158704","Grant Road West, Grant Road (W), Grant Rd","Monday","9:30 AM to 9 PM","Tuesday","9:30 AM to 9 PM","Wednesday","9:30 AM to 9 PM","Thursday","9:30 AM to 9 PM","Friday","9:30 AM to 9 PM","Saturday","9:30 AM to 9 PM","Sunday","9:30 AM to 1:30 PM","false","+91 22 2386 8229","+912223868229","ChIJ2U_zrHLO5zsRw0vSzijibd0","400007",,"37",,"11","7","2","0","1","1","2024-09-22T16:37:17.069Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","36 D, Avishkar, Shop No:6, Sleater Road","देवशी नथुभाई & को","false","Devshi Nathubhai & Co","4.4","https://www.google.com/maps/search/?api=1&query=Devshi%20Nathubhai%20%26%20Co&query_place_id=ChIJ2U_zrHLO5zsRw0vSzijibd0",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No 5 Guzari Bazar Byculla, Byculla, Mumbai, Maharashtra 400027, India","Grocery store",,,,,,,,,,"Grocery store","5250198082302001957","Mumbai","true","IN",,"0x3be7ce435a528635:0x48dc7356d00c4325",,"https://lh5.googleusercontent.com/p/AF1QipP20iRQpLdF04xzGqCIetT2JGPjMwYIQk4FCa39=w426-h240-k-no","4","false",,"18.9746268","72.8331673","Byculla West, Byculla","Monday","7 AM to 8 PM","Tuesday","7 AM to 8 PM","Wednesday","7 AM to 8 PM","Thursday","7 AM to 8 PM","Friday","7 AM to 8 PM","Saturday","7 AM to 8 PM","Sunday","7 AM to 8 PM","false","+91 93225 24685","+919322524685","ChIJNYZSWkPO5zsRJUMM0FZz3Eg","400027",,"33",,"12","6","0","0","6","0","2024-09-22T16:37:17.050Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","Shop No 5 Guzari Bazar Byculla","मंगलोर","false","Mangalore Store","4","https://www.google.com/maps/search/?api=1&query=Mangalore%20Store&query_place_id=ChIJNYZSWkPO5zsRJUMM0FZz3Eg",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"Shop no: 5-6, Koli Chawl, no: 3, Veer Santaji Ln, Lower Parel, Mumbai, Maharashtra 400013, India","Grocery store","Grocery delivery service","Ice cream shop",,,,,,,,"Grocery store","14046621095584966161","Mumbai","false","IN",,"0x3be7cf1c7087fbd1:0xc2ef9f76d8d9a611",,"https://lh5.googleusercontent.com/p/AF1QipPg-iIbPfzCKvQXHi2uUbiZmgWddUwFQaSDS8NE=w408-h544-k-no","4","false",,"18.9980313","72.8253395","Lower Parel","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 4 PM","false",,,"ChIJ0fuHcBzP5zsREabZ2Haf78I","400013",,"35",,"6","3","1","0","2","0","2024-09-22T16:37:17.059Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop no: 5-6, Koli Chawl, no: 3, Veer Santaji Ln","जैनम सुपर मार्केट","false","JAINAM SUPER MARKET","4.2","https://www.google.com/maps/search/?api=1&query=JAINAM%20SUPER%20MARKET&query_place_id=ChIJ0fuHcBzP5zsREabZ2Haf78I",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Sagar Darshan, Warden Rd, Breach Candy, Cumballa Hill, Mumbai, Maharashtra 400026, India","Supermarket",,,,,,,,,,"Supermarket","13433175251131410105","Mumbai","true","IN",,"0x3be7cddf5087e75b:0xba6c39b80941a6b9",,"https://lh5.googleusercontent.com/p/AF1QipOTXDIwEweoAxpDDZ_3ZJ_L0F36IZIG3qL3F_Nl=w408-h306-k-no","4","false",,"18.9681335","72.803772","Breach Candy, Cumballa Hill","Monday","8 AM to 9 PM","Tuesday","8 AM to 9 PM","Wednesday","8 AM to 9 PM","Thursday","8 AM to 9 PM","Friday","8 AM to 9 PM","Saturday","8 AM to 9 PM","Sunday","8 AM to 9 PM","false","+91 22 2367 8421","+912223678421","ChIJW-eHUN_N5zsRuaZBCbg5bLo","400026",,"40",,"21","18","1","2","0","0","2024-09-22T16:37:16.939Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","Sagar Darshan, Warden Rd","सागर स्टोअर्स","false","Sagar Stores","4.6","https://www.google.com/maps/search/?api=1&query=Sagar%20Stores&query_place_id=ChIJW-eHUN_N5zsRuaZBCbg5bLo","http://sagar.nic.in/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,"true",,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Sea Face Cons. Co-op Society Ltd., Khan Abdul, Gafarkhan Road, Worli BMC Colony, Narayan Pujari Nagar, Worli, Mumbai, Maharashtra 400018, India","Supermarket",,,,,,,,,,"Supermarket","9716188764097939353","Mumbai","false","IN",,"0x3be7cebb504b97cd:0x86d6d633ceb30799",,"https://lh5.googleusercontent.com/p/AF1QipPkpblW2P2CoG1J8X5uTbGMfzmqBCWiaQ1wxMV3=w408-h306-k-no","4","false",,"18.9938655","72.8139771","Worli BMC Colony, Narayan Pujari Nagar, Worli","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 22 2278 5000","+912222785000","ChIJzZdLULvO5zsRmQezzjPW1oY","400018",,"38",,"462","223","125","27","72","15","2024-09-22T16:37:17.059Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Sea Face Cons. Co-op Society Ltd., Khan Abdul, Gafarkhan Road","सहकारी भांडार","false","Sahakari Bhandar","4.1","https://www.google.com/maps/search/?api=1&query=Sahakari%20Bhandar&query_place_id=ChIJzZdLULvO5zsRmQezzjPW1oY","https://www.sahakaribhandar.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shope No.2, Kalachowki, Abhyudaya Nagar, Parel, Mumbai, Maharashtra 400033, India","Grocery store",,,,,,,,,,"Grocery store","9558450579737469596","Mumbai","false","IN",,"0x3be7cf5ceb38c25f:0x84a67028d060e29c",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KBo9jlR86cezO4teDC1fpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.39491&pitch=0&thumbfov=100","1","false",,"18.9882696","72.8438552","Kalachowki, Abhyudaya Nagar, Parel",,,,,,,,,,,,,,,"false","+91 99674 33223","+919967433223","ChIJX8I461zP5zsRnOJg0ChwpoQ","400033",,"37",,"0",,,,,,"2024-09-22T16:37:17.050Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","Shope No.2","ग्रांड प्रिक्स","false","Grand Prix",,"https://www.google.com/maps/search/?api=1&query=Grand%20Prix&query_place_id=ChIJX8I461zP5zsRnOJg0ChwpoQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No.4,Baitul Habib Bldg,2/19, Navroji Hill Road, Sandhurst Road, Dongri, Mumbai, Maharashtra 400009, India","General store","Indian grocery store",,,,,,,,,"General store","5872221823343027709","Mumbai","false","IN",,"0x3be7cf9c603f8d49:0x517e52a2cea865fd",,"https://lh5.googleusercontent.com/p/AF1QipOuxIGWW0SSUSsEYQ5pB_l7YK_OiM468dq1F0-m=w408-h906-k-no","3","false",,"18.9596082","72.8374007","Dongri, Umerkhadi","Monday","8 AM to 10 PM","Tuesday","8 AM to 10 PM","Wednesday","8 AM to 10 PM","Thursday","8 AM to 10 PM","Friday","8 AM to 10 PM","Saturday","8 AM to 10 PM","Sunday","8 AM to 10 PM","false","+91 98704 35512","+919870435512","ChIJSY0_YJzP5zsR_WWozqJSflE","400009",,"38",,"1","1","0","0","0","0","2024-09-22T16:37:17.069Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop No.4,Baitul Habib Bldg,2/19, Navroji Hill Road, Sandhurst Road","डिस्काउंटर बॉम्बे","false","DISCOUNTER BOMBAY","5","https://www.google.com/maps/search/?api=1&query=DISCOUNTER%20BOMBAY&query_place_id=ChIJSY0_YJzP5zsR_WWozqJSflE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,"Worli Hill Rd, Siddharth Nagar, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","1567734220527606590","Mumbai","false","IN",,"0x3be7cfe6fa5c358d:0x15c1b5f7a4c59b3e",,"https://lh5.googleusercontent.com/p/AF1QipMd12oSuS1x-fYQyaHhv83U4Ztyc-Ti2q4vHJ1h=w426-h240-k-no","4","false",,"18.9953192","72.8145684","Siddharth Nagar, Worli","Monday","8 AM to 9 PM","Tuesday","8 AM to 9 PM","Wednesday","8 AM to 9 PM","Thursday","8 AM to 9 PM","Friday","8 AM to 9 PM","Saturday","8 AM to 9 PM","Sunday","8 AM to 12 AM","false","+91 98334 29041","+919833429041","ChIJjTVc-ubP5zsRPpvFpPe1wRU","400018",,"39",,"0",,,,,,"2024-09-22T16:37:17.059Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Worli Hill Rd","जरिमरी वेजिटेबल शॉप","false","Jarimari Vegetable shop",,"https://www.google.com/maps/search/?api=1&query=Jarimari%20Vegetable%20shop&query_place_id=ChIJjTVc-ubP5zsRPpvFpPe1wRU",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,,"true",,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,"CLUSTER_MUMBAI-40, No 42, Rambhau Bhogle Marg, Cotton Green, Cotton Green Zakaria B, Abhyudaya Nagar, Byculla, Mumbai, Maharashtra 400033, India","Supermarket",,,,,,,,,,"Supermarket","3125971809510055426","Mumbai","false","IN",,"0x3be7ce50b4190b2b:0x2b61aecc73bb5e02",,"https://lh5.googleusercontent.com/p/AF1QipPsT1gnDtoNMuuK74ETFRgoxkaxc4rVnnxRrTt-=w408-h306-k-no","4","false",,"18.9850901","72.8411344","Cotton Green, Cotton Green Zakaria B, Abhyudaya Nagar, Byculla","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","9 AM to 8 PM","false","+91 22 6812 0900","+912268120900","ChIJKwsZtFDO5zsRAl67c8yuYSs","400033",,"39",,"348","174","89","18","56","11","2024-09-22T16:37:17.050Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","CLUSTER_MUMBAI-40, No 42, Rambhau Bhogle Marg","डी मार्ट रेडी पीक अप पॉइंट","false","DMart Ready","4.1","https://www.google.com/maps/search/?api=1&query=DMart%20Ready&query_place_id=ChIJKwsZtFDO5zsRAl67c8yuYSs",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Front Raviraj hotel, Ganapatrao Kadam Marg, Worli Naka, Lower Parel West, Mumbai, Maharashtra 400013, India","Produce market",,,,,,,,,,"Produce market","12782549226977475874","Mumbai","false","IN",,"0x3be7cfc4d4f24a55:0xb164bccc0defbd22",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GWhGlpz5wxFLqOu2M8wMbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.170586&pitch=0&thumbfov=100","1","false",,"18.9983947","72.8220181","Worli Naka, Lower Parel West, Lower Parel","Monday","6 to 11 PM","Tuesday","6 to 11 PM","Wednesday","6 to 11 PM","Thursday","6 to 11 PM","Friday","6 to 11 PM","Saturday","6 to 11 PM","Sunday","6 to 11 PM","false",,,"ChIJVUry1MTP5zsRIr3vDcy8ZLE","400013",,"40",,"0",,,,,,"2024-09-22T16:37:17.059Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Front Raviraj hotel, Ganapatrao Kadam Marg","लालचंद फ्रूट","false","Lalchand Fruit",,"https://www.google.com/maps/search/?api=1&query=Lalchand%20Fruit&query_place_id=ChIJVUry1MTP5zsRIr3vDcy8ZLE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Shop No 2 Tayabi Apartment, Tukaram Bhikaji Kadam Marg, Mumbai, Maharashtra 400027, India","Supermarket",,,,,,,,,,"Supermarket","17139106107401002633","Mumbai","true","IN",,"0x3be7cf8bdde82def:0xedda5632a35d5e89",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QKk7lGh5sBLCt3iFQq2Hkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.5294&pitch=0&thumbfov=100","1","false",,"18.9843076","72.8359507","Ghodapdeo, Byculla East, Byculla",,,,,,,,,,,,,,,"false","+91 99303 06295","+919930306295","ChIJ7y3o3YvP5zsRiV5dozJW2u0","400027",,"40",,"0",,,,,,"2024-09-22T16:37:17.050Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","Shop No 2 Tayabi Apartment, Tukaram Bhikaji Kadam Marg","महाराष्ट्र ग्रेन एंड जेनरल स्टोर्स एपीएनबी","false","Maharashtra Grain And General Stores Apnb",,"https://www.google.com/maps/search/?api=1&query=Maharashtra%20Grain%20And%20General%20Stores%20Apnb&query_place_id=ChIJ7y3o3YvP5zsRiV5dozJW2u0",
