,additionalInfo/Service options/0/Delivery,address,categories/0,categoryName,cid,city,claimThisBusiness,countryCode,fid,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,placeId,postalCode,rank,reviewsCount,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,title,totalScore,url,cleaned_street,cleaned_address
102,True,"Shop no 7, Old, Ganjawala Tower, 5/11, opposite Himdmata Hotel, below Bellasis Road, Dadal Estate, Bane Compound, Tardeo, Mumbai, Maharashtra 400034, India",Indian grocery store,Indian grocery store,16043144416061720160,Mumbai,False,IN,0x3be7cfd8c829d7e7:0xdea4b2d89fa68660,https://lh5.googleusercontent.com/p/AF1QipOG1nwOK2M-WhFJr1srD4PE7Uf1Pij0BeGfSgam=w427-h240-k-no,4.0,False,18.969369,72.8166803,"Dadal Estate, Bane Compound, Tardeo",Monday,8:30 AM to 8:30 PM,Tuesday,8:30 AM to 8:30 PM,Wednesday,8:30 AM to 8:30 PM,Thursday,8:30 AM to 8:30 PM,Friday,8:30 AM to 8:30 PM,Saturday,8:30 AM to 8:30 PM,Sunday,8:30 AM to 8:30 PM,False,+91 80825 87189,918082587189.0,ChIJ59cpyNjP5zsRYIamn9iypN4,400034.0,36,11,2024-09-22T16:37:16.939Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Shop no 7, Old, Ganjawala Tower, 5/11, opposite Himdmata Hotel, below Bellasis Road",एसकेपी फूड्स,False,SKP FOODS,4.1,https://www.google.com/maps/search/?api=1&query=SKP%20FOODS&query_place_id=ChIJ59cpyNjP5zsRYIamn9iypN4,"Shop 7, Old, Ganjawala Tower, 5/11, opposite Himdmata Hotel, Bellasis Road","Shop 7, Old, Ganjawala Tower, 5/11, opposite Himdmata Hotel, Bellasis Road, Dadal Estate, Bane Compound, Tardeo, Mumbai, Maharashtra 400034, India"
107,True,"1, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon, Mumbai, Maharashtra 400033, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Byculla, Mumbai, Maharashtra 400033, India",Supermarket,Supermarket,9317818140061160291,Mumbai,True,IN,0x3be7ce50a9602bab:0x814f8a3b00095363,https://lh5.googleusercontent.com/p/AF1QipN2bT1ZAgpibmnW_KbObKJL7j2wM1UI9GULWz3i=w408-h725-k-no,4.0,False,18.9834414,72.8399979,"New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Byculla",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,False,+91 22 6060 1032,912260601032.0,ChIJqytgqVDO5zsRY1MJADuKT4E,400033.0,25,87,2024-09-22T16:37:17.049Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en",grocery,Maharashtra,"1, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon, Mumbai, Maharashtra 400033, Harish Arjun Palay Marg",सुपर मार्केट,False,S.M. Super Market,4.1,https://www.google.com/maps/search/?api=1&query=S.M.%20Super%20Market&query_place_id=ChIJqytgqVDO5zsRY1MJADuKT4E,"1, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon, Mumbai, Maharashtra 400033, Harish Arjun Palay Marg","1, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon, Mumbai, Maharashtra 400033, Harish Arjun Palay Marg, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Byculla, Mumbai, Maharashtra 400033, India"
108,True,"Shop No 4, Bai Habib House, Navroji Hill Rd 2, Sandhurst Road W, Mumbai, Maharashtra 400009, India",Indian grocery store,Indian grocery store,11973094094530336451,Mumbai,False,IN,0x3be7ce39c2c00019:0xa628f9a48eced6c3,https://lh5.googleusercontent.com/p/AF1QipNU8RKYWur4QjlmeQK2FmmhnNGxClCZcbC7xBL8=w408-h306-k-no,4.0,False,18.962363,72.8389,"Sandhurst Road W, Dongri, Umerkhadi",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 4:30 PM,False,+91 98692 11471,919869211471.0,ChIJGQDAwjnO5zsRw9bOjqT5KKY,400009.0,34,3,2024-09-22T16:37:17.069Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Shop No 4, Bai Habib House, Navroji Hill Rd 2",विजय स्टोअर्स,False,Vijay kirana store,3.7,https://www.google.com/maps/search/?api=1&query=Vijay%20kirana%20store&query_place_id=ChIJGQDAwjnO5zsRw9bOjqT5KKY,"Shop 4, Bai Habib House, Navroji Hill Rd 2","Shop 4, Bai Habib House, Navroji Hill Rd 2, Sandhurst Road W, Mumbai, Maharashtra 400009, India"
110,True,"36 D, Avishkar, Shop No:6, Sleater Road, Grant Rd, Mumbai, Maharashtra 400007, India",Grocery store,Grocery store,15955657719739993027,Mumbai,True,IN,0x3be7ce72acf34fd9:0xdd6de228ced24bc3,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGwOr6Sci5cSwf_iKWQ8DuWKq3B9JBz39b9p0Byic-hNsKergD8OndlStHEgBSHb7HGvgpq8B1X99ioMLT_saRNOY5b5dk4T-RgunoSAApJTVCM69X4CbrhLLDM8-B82Z1OjymRFrJaxvAzIgjcaaH-0hiT1gB5N47PI999OTYrbMGP_bIorseXqmTMiGxXSE5q2KM=w408-h544-k-no,3.0,False,18.9646683,72.8158704,"Grant Road West, Grant Road (W), Grant Rd",Monday,9:30 AM to 9 PM,Tuesday,9:30 AM to 9 PM,Wednesday,9:30 AM to 9 PM,Thursday,9:30 AM to 9 PM,Friday,9:30 AM to 9 PM,Saturday,9:30 AM to 9 PM,Sunday,9:30 AM to 1:30 PM,False,+91 22 2386 8229,912223868229.0,ChIJ2U_zrHLO5zsRw0vSzijibd0,400007.0,37,11,2024-09-22T16:37:17.069Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"36 D, Avishkar, Shop No:6, Sleater Road",देवशी नथुभाई & को,False,Devshi Nathubhai & Co,4.4,https://www.google.com/maps/search/?api=1&query=Devshi%20Nathubhai%20%26%20Co&query_place_id=ChIJ2U_zrHLO5zsRw0vSzijibd0,"36 D, Avishkar, Shop No:6, Sleater Road","36 D, Avishkar, Shop No:6, Sleater Road, Grant Rd, Mumbai, Maharashtra 400007, India"
113,True,"Sagar Darshan, Warden Rd, Breach Candy, Cumballa Hill, Mumbai, Maharashtra 400026, India",Supermarket,Supermarket,13433175251131410105,Mumbai,True,IN,0x3be7cddf5087e75b:0xba6c39b80941a6b9,https://lh5.googleusercontent.com/p/AF1QipOTXDIwEweoAxpDDZ_3ZJ_L0F36IZIG3qL3F_Nl=w408-h306-k-no,4.0,False,18.9681335,72.803772,"Breach Candy, Cumballa Hill",Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 9 PM,False,+91 22 2367 8421,912223678421.0,ChIJW-eHUN_N5zsRuaZBCbg5bLo,400026.0,40,21,2024-09-22T16:37:16.939Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Sagar Darshan, Warden Rd",सागर स्टोअर्स,False,Sagar Stores,4.6,https://www.google.com/maps/search/?api=1&query=Sagar%20Stores&query_place_id=ChIJW-eHUN_N5zsRuaZBCbg5bLo,"Sagar Darshan, Warden Rd","Sagar Darshan, Warden Rd, Breach Candy, Cumballa Hill, Mumbai, Maharashtra 400026, India"
114,True,"Sea Face Cons. Co-op Society Ltd., Khan Abdul, Gafarkhan Road, Worli BMC Colony, Narayan Pujari Nagar, Worli, Mumbai, Maharashtra 400018, India",Supermarket,Supermarket,9716188764097939353,Mumbai,False,IN,0x3be7cebb504b97cd:0x86d6d633ceb30799,https://lh5.googleusercontent.com/p/AF1QipPkpblW2P2CoG1J8X5uTbGMfzmqBCWiaQ1wxMV3=w408-h306-k-no,4.0,False,18.9938655,72.8139771,"Worli BMC Colony, Narayan Pujari Nagar, Worli",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 9 PM,False,+91 22 2278 5000,912222785000.0,ChIJzZdLULvO5zsRmQezzjPW1oY,400018.0,38,462,2024-09-22T16:37:17.059Z,"https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Sea Face Cons. Co-op Society Ltd., Khan Abdul, Gafarkhan Road",सहकारी भांडार,False,Sahakari Bhandar,4.1,https://www.google.com/maps/search/?api=1&query=Sahakari%20Bhandar&query_place_id=ChIJzZdLULvO5zsRmQezzjPW1oY,"Sea Face Cons. Co-op Society Ltd., Khan Abdul, Gafarkhan Road","Sea Face Cons. Co-op Society Ltd., Khan Abdul, Gafarkhan Road, Worli BMC Colony, Narayan Pujari Nagar, Worli, Mumbai, Maharashtra 400018, India"
121,True,"Shripal Nagar, SHRIPAL NAGAR SOCIETY RAJA HAREEPAL, 12, Jamanadas Mehta Rd, Navshanti Nagar, Malabar Hill, Mumbai, Maharashtra 400006, India",Grocery store,Grocery store,4452878154990246636,Mumbai,True,IN,0x3be7cdfad966ef9f:0x3dcbcd16f04a5aec,https://lh5.googleusercontent.com/p/AF1QipMbf3G1XhZ398bcov2MLmx97Vw4DqswR8CX2mZ3=w426-h240-k-no,4.0,False,18.949849,72.7950443,"Navshanti Nagar, Malabar Hill",Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 8 PM,Sunday,Closed,False,+91 22 2361 7019,912223617019.0,ChIJn-9m2frN5zsR7FpK8BbNyz0,400006.0,27,23,2024-09-22T16:37:17.254Z,"https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en",grocery,Maharashtra,"Shripal Nagar, SHRIPAL NAGAR SOCIETY RAJA HAREEPAL, 12, Jamanadas Mehta Rd",जैन तरतुदी,False,Jain Provision Stores,4.0,https://www.google.com/maps/search/?api=1&query=Jain%20Provision%20Stores&query_place_id=ChIJn-9m2frN5zsR7FpK8BbNyz0,"Shripal Nagar, SHRIPAL NAGAR SOCIETY RAJA HAREEPAL, 12, Jamanadas Mehta Rd","Shripal Nagar, SHRIPAL NAGAR SOCIETY RAJA HAREEPAL, 12, Jamanadas Mehta Rd, Navshanti Nagar, Malabar Hill, Mumbai, Maharashtra 400006, India"
123,True,"number 4B, Brij Kutir, 68-A Nepeansea road, Shop, Rungta Ln, Mumbai, Maharashtra 400006, India",Grocery store,Grocery store,13439259473321894603,Mumbai,False,IN,0x3be7cd9587ea1d49:0xba81d74967a7a2cb,https://lh5.googleusercontent.com/p/AF1QipMq8H_GlQqQxRKJBSE9tE0jJWd9s7VE1ob331ES=w408-h306-k-no,4.0,False,18.9543336,72.7974703,"Vasant Vihar, Malabar Hill",Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 1 PM,False,+91 98195 64745,919819564745.0,ChIJSR3qh5XN5zsRy6KnZ0nXgbo,400006.0,32,5,2024-09-22T16:37:17.254Z,"https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en",grocery,Maharashtra,"number 4B, Brij Kutir, 68-A Nepeansea road, Shop, Rungta Ln",अरिहंत स्टोअर्स,False,Arihant stores,4.2,https://www.google.com/maps/search/?api=1&query=Arihant%20stores&query_place_id=ChIJSR3qh5XN5zsRy6KnZ0nXgbo,"number 4B, Brij Kutir, 68-A Nepeansea road, Shop, Rungta Ln","number 4B, Brij Kutir, 68-A Nepeansea road, Shop, Rungta Ln, Mumbai, Maharashtra 400006, India"
124,True,"XR33+H83, Jalan House, Walkeshwar Road, Malabar Hill, Malabar Hill, Mumbai, Maharashtra 400006, India",Supermarket,Supermarket,13933435462992282694,Mumbai,True,IN,0x3be7cde28e5189d9:0xc15d81bb287c4446,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ivHlh-3g4YrEh84sxk7sOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.83896&pitch=0&thumbfov=100,1.0,False,18.9538995,72.8032872,Malabar Hill,Monday,10 AM to 6 PM,Tuesday,10 AM to 6 PM,Wednesday,10 AM to 6 PM,Thursday,10 AM to 6 PM,Friday,10 AM to 6 PM,Saturday,10 AM to 6 PM,Sunday,Closed,False,+91 22 2369 1244,912223691244.0,ChIJ2YlRjuLN5zsRRkR8KLuBXcE,400006.0,36,4,2024-09-22T16:37:17.254Z,"https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en",grocery,Maharashtra,"XR33+H83, Jalan House, Walkeshwar Road, Malabar Hill, Malabar Hill",दर्शन स्टोअर्स,False,Darshana Stores,3.5,https://www.google.com/maps/search/?api=1&query=Darshana%20Stores&query_place_id=ChIJ2YlRjuLN5zsRRkR8KLuBXcE,"XR33+H83, Jalan House, Walkeshwar Road, Malabar Hill, Malabar Hill","XR33+H83, Jalan House, Walkeshwar Road, Malabar Hill, Malabar Hill, Mumbai, Maharashtra 400006, India"
125,True,"banganga tank lake, Walkeshwar, Malabar Hill, Mumbai, Maharashtra 400006, India",Grocery store,Grocery store,10839112254828746159,Mumbai,False,IN,0x3be7cdfa15cd6adb:0x966c432aeda695af,https://lh5.googleusercontent.com/p/AF1QipN0UIPBcApeLgu7Z-jAHbMlu8SKXk9Dho7FougY=w519-h240-k-no,3.0,False,18.9460502,72.7936982,"Walkeshwar, Malabar Hill",Monday,9 AM to 6 PM,Tuesday,9 AM to 6 PM,Wednesday,9 AM to 6 PM,Thursday,9 AM to 6 PM,Friday,9 AM to 6 PM,Saturday,9 AM to 6 PM,Sunday,9 AM to 6 PM,False,+91 82861 75105,918286175105.0,ChIJ22rNFfrN5zsRr5Wm7SpDbJY,400006.0,37,2,2024-09-22T16:37:17.254Z,"https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en",grocery,Maharashtra,banganga tank lake,अंबिका जनरल स्टोअर्स,False,Ambika General Stores( vithal slab),5.0,https://www.google.com/maps/search/?api=1&query=Ambika%20General%20Stores(%20vithal%20slab)&query_place_id=ChIJ22rNFfrN5zsRr5Wm7SpDbJY,banganga tank lake,"banganga tank lake, Walkeshwar, Malabar Hill, Mumbai, Maharashtra 400006, India"
131,True,"Shop No, Bara Chawl, 25, 13, Red Cross Ln, Agripada, Mumbai, Maharashtra 400011, India",Grocery store,Grocery store,13746008299026839281,Mumbai,True,IN,0x3be7ce6846d27119:0xbec3a1b7ef10f6f1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ASQgVwgRUhij0pSWu_pVuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.408436&pitch=0&thumbfov=100,1.0,False,18.9749356,72.8262089,Agripada,Monday,8 AM to 9:30 PM,Tuesday,8 AM to 9:30 PM,Wednesday,8 AM to 9:30 PM,Thursday,8 AM to 9:30 PM,Friday,8 AM to 9:30 PM,Saturday,8 AM to 9:30 PM,Sunday,8 AM to 2 PM,False,+91 22 2301 3708,912223013708.0,ChIJGXHSRmjO5zsR8fYQ77ehw74,400011.0,46,3,2024-09-22T16:37:17.670Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Shop No, Bara Chawl, 25, 13, Red Cross Ln",शाह लालजी घेलाभाई,False,Shah Lalji Ghelabhai,5.0,https://www.google.com/maps/search/?api=1&query=Shah%20Lalji%20Ghelabhai&query_place_id=ChIJGXHSRmjO5zsR8fYQ77ehw74,"Shop No, Bara Chawl, 25, 13, Red Cross Ln","Shop No, Bara Chawl, 25, 13, Red Cross Ln, Agripada, Mumbai, Maharashtra 400011, India"
132,True,"Shop No 271, Bostan Hotel, Mumbai Central Road, Mumbai Central, Maharashtra 400008, India",Indian grocery store,Indian grocery store,18214005335527344062,Mumbai,False,IN,0x3be7ce6a552a9deb:0xfcc52559c92d47be,https://lh5.googleusercontent.com/p/AF1QipM792bdwYM4g1w7SYgFg2r6lRbTGY76UhuqeQ44=w933-h240-k-no,4.0,False,18.9794859,72.8301757,Jacob Circle,Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,False,+91 84250 87264,918425087264.0,ChIJ650qVWrO5zsRvkctyVklxfw,400008.0,48,1,2024-09-22T16:37:17.670Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Shop No 271, Bostan Hotel, Mumbai Central Road, Mumbai Central",अमन ऑयल एंड जेनरल स्टोर,False,Aman oil and general store,5.0,https://www.google.com/maps/search/?api=1&query=Aman%20oil%20and%20general%20store&query_place_id=ChIJ650qVWrO5zsRvkctyVklxfw,"Shop 271, Bostan Hotel, Mumbai Central Road, Mumbai Central","Shop 271, Bostan Hotel, Mumbai Central Road, Mumbai Central, Maharashtra 400008, India"
135,True,"3, NM Joshi Marg, Municipal Colony, Byculla West, Agripada, Mumbai, Maharashtra 400027, India",Indian grocery store,Indian grocery store,2862207401208097437,Mumbai,False,IN,0x3be7ce428add1c71:0x27b89a777e80aa9d,https://lh5.googleusercontent.com/p/AF1QipPfqpKhDTtGvIZaEc-QxuMplhyhZwI76kDiOj-D=w426-h240-k-no,2.0,False,18.9775204,72.8319524,"Municipal Colony, Byculla West, Agripada",Monday,8:30 AM to 9:30 PM,Tuesday,8:30 AM to 9:30 PM,Wednesday,8:30 AM to 9:30 PM,Thursday,8:30 AM to 9:30 PM,Friday,8:30 AM to 9:30 PM,Saturday,8:30 AM to 9:30 PM,Sunday,8:30 AM to 9:30 PM,False,+91 99674 93788,919967493788.0,ChIJcRzdikLO5zsRnaqAfneauCc,400027.0,51,2,2024-09-22T16:37:17.671Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en",grocery,Maharashtra,"3, NM Joshi Marg",पंकज ग्रेन स्टोर,False,Pankaj Grain Store,2.0,https://www.google.com/maps/search/?api=1&query=Pankaj%20Grain%20Store&query_place_id=ChIJcRzdikLO5zsRnaqAfneauCc,"3, NM Joshi Marg","3, NM Joshi Marg, Municipal Colony, Byculla West, Agripada, Mumbai, Maharashtra 400027, India"
136,True,"S. O, G D Ambekar Marg, R.No. 15/3/3 Jijamata Nagar,Sant Prasad Chawl, Hay Bunder Rd, Kalachowki, Mumbai, Maharashtra 400033, India",Produce market,Produce market,676681376338043166,Mumbai,False,IN,0x3be7cf4ecfea279f:0x9640e2066c0611e,https://lh5.googleusercontent.com/p/AF1QipNUJQhiOVTcswSv3C70sDJexW9a_8v9SVuT2m0P=w630-h240-k-no,4.0,False,18.988785,72.843332,"Jijamata Nagar, Kalachowki, Abhyudaya Nagar, Parel",Monday,7:30 AM to 8 PM,Tuesday,7:30 AM to 8 PM,Wednesday,7:30 AM to 8 PM,Thursday,7:30 AM to 8 PM,Friday,7:30 AM to 8 PM,Saturday,7:30 AM to 5 PM,Sunday,7:30 AM to 8 PM,False,+91 97698 66191,919769866191.0,ChIJnyfqz07P5zsRHmHAZiAOZAk,400033.0,52,1,2024-09-22T16:37:17.671Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en",grocery,Maharashtra,"S. O, G D Ambekar Marg, R.No. 15/3/3 Jijamata Nagar,Sant Prasad Chawl, Hay Bunder Rd",द भजीहब,False,The BhajiHub,5.0,https://www.google.com/maps/search/?api=1&query=The%20BhajiHub&query_place_id=ChIJnyfqz07P5zsRHmHAZiAOZAk,"S. O, G Ambekar Marg, R.No. 15/3/3 Jijamata Nagar,Sant Prasad Chawl, Hay Bunder Rd","S. O, G Ambekar Marg, R.No. 15/3/3 Jijamata Nagar,Sant Prasad Chawl, Hay Bunder Rd, Kalachowki, Mumbai, Maharashtra 400033, India"
137,True,"530 /D, Shop no:2, Gombthibai Nivas, NM Joshi Marg, Byculla, Bakriadda, Maharashtra 400011, India",Gourmet grocery store,Gourmet grocery store,8437878460065109615,"Bakriadda, Mumbai",False,IN,0x3be7ce5c250b3c57:0x75195dc0ee19d66f,https://lh5.googleusercontent.com/p/AF1QipPATTG48F4fn5swHViiRyzB1Tbm0BgWcOT2AREk=w408-h725-k-no,4.0,False,18.9824307,72.8318966,Byculla,Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8:30 AM to 12 PM,False,+91 76780 78888,917678078888.0,ChIJVzwLJVzO5zsRb9YZ7sBdGXU,400011.0,53,15,2024-09-22T16:37:17.671Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en",grocery,Maharashtra,"530 /D, Shop no:2, Gombthibai Nivas, NM Joshi Marg",चंद्रदीप पिकल्स (चंद्रकांत लोणची),False,Chandradeep Pickles (Chandrakant Lonchi),4.3,https://www.google.com/maps/search/?api=1&query=Chandradeep%20Pickles%20(Chandrakant%20Lonchi)&query_place_id=ChIJVzwLJVzO5zsRb9YZ7sBdGXU,"530 /D, Shop no:2, Gombthibai Nivas, NM Joshi Marg","530 /D, Shop no:2, Gombthibai Nivas, NM Joshi Marg, Byculla, Bakriadda, Maharashtra 400011, India"
140,True,"1/9 Fruitwala Building, Dadoji Konddev Marg, opposite Gulzar Apartment, Byculla East, Mumbai, Maharashtra 400027, India",Dairy store,Dairy store,9506503765876332247,Mumbai,False,IN,0x3be7cf78e0e04335:0x83ede2ceb4f8d6d7,https://lh5.googleusercontent.com/p/AF1QipMfGi1G-zQM7J6EobQQakSCTlsoNXaqTRaY5s8=w408-h579-k-no,4.0,False,18.98108,72.8361839,"Vishwamangal Society, Dhaku Prabhuchi Wadi, Byculla East, Byculla",Monday,7 AM to 10 PM,Tuesday,7 AM to 10 PM,Wednesday,7 AM to 10 PM,Thursday,7 AM to 10 PM,Friday,7 AM to 10 PM,Saturday,7 AM to 10 PM,Sunday,Closed,False,+91 81040 19362,918104019362.0,ChIJNUPg4HjP5zsR19b4tM7i7YM,400027.0,56,2,2024-09-22T16:37:17.671Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en",grocery,Maharashtra,"1/9 Fruitwala Building, Dadoji Konddev Marg, opposite Gulzar Apartment",जय भारत डेयरी & जेनरल स्टोर्स,False,Jay Bharat Dairy & General Stores,2.5,https://www.google.com/maps/search/?api=1&query=Jay%20Bharat%20Dairy%20%26%20General%20Stores&query_place_id=ChIJNUPg4HjP5zsR19b4tM7i7YM,"1/9 Fruitwala Building, Dadoji Konddev Marg, opposite Gulzar Apartment","1/9 Fruitwala Building, Dadoji Konddev Marg, opposite Gulzar Apartment, Byculla East, Mumbai, Maharashtra 400027, India"
141,True,"Shop No 4, Bhaji Market, Veer Mata Jijabai, Dr Baba Saheb Ambedkar Rd, opp. Rani Bhag, Byculla, Mumbai, Maharashtra 400010, India",Produce market,Produce market,14214604395284279578,Mumbai,False,IN,0x3be7ce5b8fcdaee9:0xc5446b62a3a0311a,https://lh5.googleusercontent.com/p/AF1QipNuxivDQr8O8QYWeLcWvnkzLv8lVdCiQ3vLMEXV=w408-h352-k-no,73.0,False,18.9786472,72.8334105,Byculla,Monday,5 to 11 AM,Tuesday,5 to 11 AM,Wednesday,5 to 11 AM,Thursday,5 to 11 AM,Friday,5 to 11 AM,Saturday,5 to 11 AM,Sunday,5 to 11 AM,False,+91 89282 93238,918928293238.0,ChIJ6a7Nj1vO5zsRGjGgo2JrRMU,400010.0,57,2,2024-09-22T16:37:17.671Z,"https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Shop No 4, Bhaji Market, Veer Mata Jijabai, Dr Baba Saheb Ambedkar Rd, opp. Rani Bhag",श्री वेजीटेबल ऑनलाइन डिलीवरी,False,Shree Vegetable online delivery,5.0,https://www.google.com/maps/search/?api=1&query=Shree%20Vegetable%20online%20delivery&query_place_id=ChIJ6a7Nj1vO5zsRGjGgo2JrRMU,"Shop 4, Bhaji Market, Veer Mata Jijabai, Dr Baba Saheb Ambedkar Rd, opp. Rani Bhag","Shop 4, Bhaji Market, Veer Mata Jijabai, Dr Baba Saheb Ambedkar Rd, opp. Rani Bhag, Byculla, Mumbai, Maharashtra 400010, India"
143,True,"Two Tank, Noor Manzil, Shop No. 2,3,4,5,6, Duncan Rd, next to Union Bank of India, Mumbai, Maharashtra 400008, India",Pharmacy,Pharmacy,231046615327730973,Mumbai,False,IN,0x3be7cf3c1f946835:0x334d7ac292a6d1d,https://lh5.googleusercontent.com/p/AF1QipN4CsGIHzYFmxajcORgFcdr3wnQhr-0ORyRj5kq=w408-h272-k-no,4.0,False,18.9622407,72.8286913,Nagpada,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,False,+91 99300 77865,919930077865.0,ChIJNWiUHzzP5zsRHW0qKazXNAM,400008.0,41,36,2024-09-22T16:37:18.074Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Two Tank, Noor Manzil, Shop No. 2,3,4,5,6, Duncan Rd, next to Union Bank of India",लेण्डमार्क केमिस्ट & ड्रग्गिस्ट,False,Landmark Chemist & Druggist,4.2,https://www.google.com/maps/search/?api=1&query=Landmark%20Chemist%20%26%20Druggist&query_place_id=ChIJNWiUHzzP5zsRHW0qKazXNAM,"Two Tank, Noor Manzil, Shop No. 2,3,4,5,6, Duncan Rd, next Union Bank India","Two Tank, Noor Manzil, Shop No. 2,3,4,5,6, Duncan Rd, next Union Bank India, Mumbai, Maharashtra 400008, India"
